[37;1m2023-09-22 01:17:45.405 [31;1m[[37;1mRTPS_TRANSPORT_SHM[31;1m Error] [37mFailed init_port fastrtps_port7421: open_and_lock_file failed[34;1m -> Function [36mopen_port_internal[m
builtin_interfaces.msg.Time(sec=1695345465, nanosec=764775721)	-1.154613244168859	-0.26633596756886224	0.3983541441098487	-0.4980339277523256	-0.9958252025548081
builtin_interfaces.msg.Time(sec=1695345465, nanosec=839968718)	-1.1703300830154066	-0.272641480106272	0.3645061269126217	-0.4980383312444156	-0.9958931341438145
builtin_interfaces.msg.Time(sec=1695345465, nanosec=876242415)	-1.1862510030251356	-0.278412418811467	0.33065727059826305	-0.4980366955109908	-0.9958803509000264
builtin_interfaces.msg.Time(sec=1695345465, nanosec=920310029)	-1.2023584714343674	-0.28364046311546	0.29680729909254416	-0.49806465208717354	-0.9958674498323026
builtin_interfaces.msg.Time(sec=1695345465, nanosec=975980125)	-1.2186336497759336	-0.28832000252073076	0.26295765915031466	-0.49803950767897415	-0.9959819017296058
builtin_interfaces.msg.Time(sec=1695345466, nanosec=45175182)	-1.2350575951653888	-0.29244727554530403	0.22910579510468193	-0.49803725366675217	-0.9959509089133406
builtin_interfaces.msg.Time(sec=1695345466, nanosec=81648616)	-1.2516118273468921	-0.29601616867010966	0.1952526723520583	-0.4980424300875123	-0.9960068956814675
builtin_interfaces.msg.Time(sec=1695345466, nanosec=125273836)	-1.268277742694313	-0.2990217609379784	0.1613988227093588	-0.4980694577984995	-0.9959420160551222
builtin_interfaces.msg.Time(sec=1695345466, nanosec=181612098)	-1.2850356006281474	-0.30146223535148	0.12754348821567724	-0.49803933064572414	-0.9960283706171403
builtin_interfaces.msg.Time(sec=1695345466, nanosec=224298554)	-1.3018662976091315	-0.3033348473842498	0.09368660286965673	-0.498036587192246	-0.9961513232591548
builtin_interfaces.msg.Time(sec=1695345466, nanosec=273198383)	-1.318750894958951	-0.3046356906160346	0.05982772480293691	-0.49804775515518446	-0.9961737822226638
builtin_interfaces.msg.Time(sec=1695345466, nanosec=312597490)	-1.3356700609746461	-0.3053639053899492	0.02596827532938876	-0.4980462715655645	-0.9961158367927501
builtin_interfaces.msg.Time(sec=1695345466, nanosec=372798182)	-1.3526039611012246	-0.3055201837324267	-0.00789376955024816	-0.4980460830811779	-0.996212871124819
